cell_id	plate_id	well_id	plate_col	plate_row	sort_gate	sort_mode	sort_count	dna_library_id	dna_read_pairs	dna_unpaired_reads	dna_unmapped	dna_dups_pct	rna_library_id	ercc_frac	rna_counts	rna_features	source	timepoint
VZA01801.P12	VZA01801	P12	12	P	G1	Single Cell	1	VZA01801D_P12	153229	11621	16353	0.04590399999999999	NA	NA	NA	NA	X-ray 3Gy	96h
VZA01801.P13	VZA01801	P13	13	P	G1	Single Cell	1	VZA01801D_P13	185098	11989	16995	0.04361800000000001	NA	NA	NA	NA	X-ray 3Gy	96h
VZA01801.P14	VZA01801	P14	14	P	G1	Single Cell	1	VZA01801D_P14	362905	18223	27665	0.048963	NA	NA	NA	NA	X-ray 3Gy	96h
VZA01801.P15	VZA01801	P15	15	P	non-G1	Single Cell	1	VZA01801D_P15	385985	21502	30158	0.042992	NA	NA	NA	NA	X-ray 3Gy	96h
VZA01801.P16	VZA01801	P16	16	P	non-G1	Single Cell	1	VZA01801D_P16	274405	17399	24607	0.042954	NA	NA	NA	NA	X-ray 3Gy	96h
VZA01712.A01	VZA01712	A01	1	A	G1	Single Cell	1	VZA01712D_A01	225203	12433	20459	0.042205	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A02	VZA01712	A02	2	A	G1	Single Cell	1	VZA01712D_A02	95588	5242	8642	0.0349	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A03	VZA01712	A03	3	A	G1	Single Cell	1	VZA01712D_A03	143785	8869	13817	0.040454	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A04	VZA01712	A04	4	A	G1	Single Cell	1	VZA01712D_A04	194124	9153	15635	0.038265999999999994	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A05	VZA01712	A05	5	A	G1	Single Cell	1	VZA01712D_A05	364782	16583	27335	0.051364	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A06	VZA01712	A06	6	A	G1	Single Cell	1	VZA01712D_A06	355322	16880	27352	0.050429	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A07	VZA01712	A07	7	A	G1	Single Cell	1	VZA01712D_A07	364503	18637	29555	0.05083800000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A08	VZA01712	A08	8	A	G1	Single Cell	1	VZA01712D_A08	358023	15866	25662	0.041662000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A09	VZA01712	A09	9	A	G1	Single Cell	1	VZA01712D_A09	397387	20355	32073	0.049219000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A10	VZA01712	A10	10	A	G1	Single Cell	1	VZA01712D_A10	286239	15330	25386	0.051908	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A11	VZA01712	A11	11	A	G1	Single Cell	1	VZA01712D_A11	262025	15403	23607	0.049289	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A12	VZA01712	A12	12	A	G1	Single Cell	1	VZA01712D_A12	110346	8194	12742	0.04577	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A13	VZA01712	A13	13	A	G1	Single Cell	1	VZA01712D_A13	266140	14126	21976	0.041002000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A14	VZA01712	A14	14	A	G1	Single Cell	1	VZA01712D_A14	341478	16881	27701	0.048789	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A15	VZA01712	A15	15	A	G1	Single Cell	1	VZA01712D_A15	462610	21937	35375	0.055726	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A16	VZA01712	A16	16	A	G1	Single Cell	1	VZA01712D_A16	293978	16260	25744	0.051162000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A17	VZA01712	A17	17	A	G1	Single Cell	1	VZA01712D_A17	332151	17660	28574	0.053741000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A18	VZA01712	A18	18	A	G1	Single Cell	1	VZA01712D_A18	418057	21620	34230	0.053771000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A19	VZA01712	A19	19	A	G1	Single Cell	1	VZA01712D_A19	337106	19280	30114	0.057085	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A20	VZA01712	A20	20	A	G1	Single Cell	1	VZA01712D_A20	635537	31255	47697	0.05809	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A21	VZA01712	A21	21	A	non-G1	Single Cell	1	VZA01712D_A21	469546	24797	39479	0.0557	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A22	VZA01712	A22	22	A	non-G1	Single Cell	1	VZA01712D_A22	527383	29023	45091	0.046497	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A23	VZA01712	A23	23	A	non-G1	Single Cell	1	VZA01712D_A23	211618	14549	22703	0.044819000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.A24	VZA01712	A24	24	A	non-G1	Single Cell	1	VZA01712D_A24	313849	21215	31777	0.042889000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B01	VZA01712	B01	1	B	G1	Single Cell	1	VZA01712D_B01	296475	16505	26727	0.04221300000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B02	VZA01712	B02	2	B	G1	Single Cell	1	VZA01712D_B02	120413	7049	11431	0.037966999999999994	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B03	VZA01712	B03	3	B	G1	Single Cell	1	VZA01712D_B03	218050	14589	22627	0.048508	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B04	VZA01712	B04	4	B	G1	Single Cell	1	VZA01712D_B04	203971	9078	15496	0.03402	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B05	VZA01712	B05	5	B	G1	Single Cell	1	VZA01712D_B05	426441	23609	37459	0.05925300000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B06	VZA01712	B06	6	B	G1	Single Cell	1	VZA01712D_B06	448504	19541	32697	0.054215000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B07	VZA01712	B07	7	B	G1	Single Cell	1	VZA01712D_B07	383949	25484	38986	0.057233000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B08	VZA01712	B08	8	B	G1	Single Cell	1	VZA01712D_B08	473207	26006	40196	0.051781	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B09	VZA01712	B09	9	B	G1	Single Cell	1	VZA01712D_B09	369526	23279	36511	0.057569	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B10	VZA01712	B10	10	B	G1	Single Cell	1	VZA01712D_B10	441432	21423	34655	0.056381	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B11	VZA01712	B11	11	B	G1	Single Cell	1	VZA01712D_B11	234752	17253	26501	0.053596000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B12	VZA01712	B12	12	B	G1	Single Cell	1	VZA01712D_B12	141949	11610	17650	0.051000000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B13	VZA01712	B13	13	B	G1	Single Cell	1	VZA01712D_B13	283767	18345	28219	0.05211500000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B14	VZA01712	B14	14	B	G1	Single Cell	1	VZA01712D_B14	428512	26000	40544	0.060563	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B15	VZA01712	B15	15	B	G1	Single Cell	1	VZA01712D_B15	527815	29997	46429	0.063402	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B16	VZA01712	B16	16	B	G1	Single Cell	1	VZA01712D_B16	338295	20325	31287	0.05069200000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B17	VZA01712	B17	17	B	G1	Single Cell	1	VZA01712D_B17	413694	23526	37944	0.058479	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B18	VZA01712	B18	18	B	G1	Single Cell	1	VZA01712D_B18	505021	30430	46432	0.059918000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B19	VZA01712	B19	19	B	G1	Single Cell	1	VZA01712D_B19	393109	26139	39653	0.062432	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B20	VZA01712	B20	20	B	G1	Single Cell	1	VZA01712D_B20	546714	33163	50611	0.06505699999999999	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B21	VZA01712	B21	21	B	non-G1	Single Cell	1	VZA01712D_B21	547169	32400	49124	0.05385100000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B22	VZA01712	B22	22	B	non-G1	Single Cell	1	VZA01712D_B22	509126	31551	47377	0.05201700000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B23	VZA01712	B23	23	B	non-G1	Single Cell	1	VZA01712D_B23	184373	14697	22127	0.041326	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.B24	VZA01712	B24	24	B	non-G1	Single Cell	1	VZA01712D_B24	400667	30439	44815	0.051084	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C01	VZA01712	C01	1	C	G1	Single Cell	1	VZA01712D_C01	262928	12333	20829	0.04446399999999999	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C02	VZA01712	C02	2	C	G1	Single Cell	1	VZA01712D_C02	87866	4140	7120	0.032217	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C03	VZA01712	C03	3	C	G1	Single Cell	1	VZA01712D_C03	238777	11671	19383	0.042228	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C04	VZA01712	C04	4	C	G1	Single Cell	1	VZA01712D_C04	180708	6736	12122	0.03313300000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C05	VZA01712	C05	5	C	G1	Single Cell	1	VZA01712D_C05	455731	18042	30404	0.051910000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C06	VZA01712	C06	6	C	G1	Single Cell	1	VZA01712D_C06	353966	16648	27308	0.05368200000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C07	VZA01712	C07	7	C	G1	Single Cell	1	VZA01712D_C07	431939	26900	40976	0.046505	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C08	VZA01712	C08	8	C	G1	Single Cell	1	VZA01712D_C08	291929	16929	25965	0.049883000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C09	VZA01712	C09	9	C	G1	Single Cell	1	VZA01712D_C09	288887	16304	26086	0.049615000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C10	VZA01712	C10	10	C	G1	Single Cell	1	VZA01712D_C10	175536	5454	12592	0.029195999999999996	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C11	VZA01712	C11	11	C	G1	Single Cell	1	VZA01712D_C11	263081	15025	22847	0.04618	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C12	VZA01712	C12	12	C	G1	Single Cell	1	VZA01712D_C12	155966	9489	15113	0.042595	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C13	VZA01712	C13	13	C	G1	Single Cell	1	VZA01712D_C13	287485	14828	23676	0.046150000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C14	VZA01712	C14	14	C	G1	Single Cell	1	VZA01712D_C14	397201	20220	32306	0.053792000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C15	VZA01712	C15	15	C	G1	Single Cell	1	VZA01712D_C15	440015	21048	33806	0.05657	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C16	VZA01712	C16	16	C	G1	Single Cell	1	VZA01712D_C16	402372	19806	32538	0.052854000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C17	VZA01712	C17	17	C	G1	Single Cell	1	VZA01712D_C17	403583	18060	30394	0.052707000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C18	VZA01712	C18	18	C	G1	Single Cell	1	VZA01712D_C18	557188	24529	39397	0.055403999999999995	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C19	VZA01712	C19	19	C	G1	Single Cell	1	VZA01712D_C19	292992	17806	27624	0.05414600000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C20	VZA01712	C20	20	C	G1	Single Cell	1	VZA01712D_C20	566456	27243	42409	0.05239100000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C21	VZA01712	C21	21	C	non-G1	Single Cell	1	VZA01712D_C21	669388	29825	46633	0.056907	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C22	VZA01712	C22	22	C	non-G1	Single Cell	1	VZA01712D_C22	523929	28601	44253	0.049644	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C23	VZA01712	C23	23	C	non-G1	Single Cell	1	VZA01712D_C23	386166	22881	35257	0.045309	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.C24	VZA01712	C24	24	C	non-G1	Single Cell	1	VZA01712D_C24	409135	26239	39543	0.048121000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D01	VZA01712	D01	1	D	G1	Single Cell	1	VZA01712D_D01	300782	16113	25907	0.047727	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D02	VZA01712	D02	2	D	G1	Single Cell	1	VZA01712D_D02	74583	5553	8713	0.046058	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D03	VZA01712	D03	3	D	G1	Single Cell	1	VZA01712D_D03	151554	11527	17451	0.049737	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D04	VZA01712	D04	4	D	G1	Single Cell	1	VZA01712D_D04	228936	13629	21719	0.047576	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D05	VZA01712	D05	5	D	G1	Single Cell	1	VZA01712D_D05	375825	22217	35137	0.06467600000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D06	VZA01712	D06	6	D	G1	Single Cell	1	VZA01712D_D06	460125	15877	33897	0.049128000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D07	VZA01712	D07	7	D	G1	Single Cell	1	VZA01712D_D07	511595	27708	43042	0.06304699999999999	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D08	VZA01712	D08	8	D	G1	Single Cell	1	VZA01712D_D08	387307	23533	36925	0.061216	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D09	VZA01712	D09	9	D	G1	Single Cell	1	VZA01712D_D09	516344	25376	40870	0.059228	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D10	VZA01712	D10	10	D	G1	Single Cell	1	VZA01712D_D10	613589	26315	42641	0.06477200000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D11	VZA01712	D11	11	D	G1	Single Cell	1	VZA01712D_D11	483069	27103	41353	0.058968	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D12	VZA01712	D12	12	D	G1	Single Cell	1	VZA01712D_D12	209783	14525	22427	0.04965800000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D13	VZA01712	D13	13	D	G1	Single Cell	1	VZA01712D_D13	213028	14899	22065	0.051949	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D14	VZA01712	D14	14	D	G1	Single Cell	1	VZA01712D_D14	465575	28346	42852	0.063577	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D15	VZA01712	D15	15	D	G1	Single Cell	1	VZA01712D_D15	609153	33769	51171	0.05901000000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D16	VZA01712	D16	16	D	G1	Single Cell	1	VZA01712D_D16	375745	23843	35761	0.059747	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D17	VZA01712	D17	17	D	G1	Single Cell	1	VZA01712D_D17	543625	26568	42758	0.06725600000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D18	VZA01712	D18	18	D	G1	Single Cell	1	VZA01712D_D18	647533	30672	48764	0.06401	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D19	VZA01712	D19	19	D	G1	Single Cell	1	VZA01712D_D19	113270	11299	17407	0.074588	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D20	VZA01712	D20	20	D	G1	Single Cell	1	VZA01712D_D20	571190	30565	49045	0.063461	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D21	VZA01712	D21	21	D	non-G1	Single Cell	1	VZA01712D_D21	740771	43649	65787	0.059936	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D22	VZA01712	D22	22	D	non-G1	Single Cell	1	VZA01712D_D22	505146	33163	48371	0.060813000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D23	VZA01712	D23	23	D	non-G1	Single Cell	1	VZA01712D_D23	350838	27250	39966	0.057996	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.D24	VZA01712	D24	24	D	non-G1	Single Cell	1	VZA01712D_D24	743370	41692	64678	0.054747000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E01	VZA01712	E01	1	E	G1	Single Cell	1	VZA01712D_E01	191795	10400	17482	0.04213600000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E02	VZA01712	E02	2	E	G1	Single Cell	1	VZA01712D_E02	62952	3733	6179	0.03465100000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E03	VZA01712	E03	3	E	G1	Single Cell	1	VZA01712D_E03	207260	11425	18165	0.032243999999999995	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E04	VZA01712	E04	4	E	G1	Single Cell	1	VZA01712D_E04	305	1645	5469	0.7113079999999999	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E05	VZA01712	E05	5	E	G1	Single Cell	1	VZA01712D_E05	384232	18064	29578	0.052494	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E06	VZA01712	E06	6	E	G1	Single Cell	1	VZA01712D_E06	417341	19727	31969	0.049509000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E07	VZA01712	E07	7	E	G1	Single Cell	1	VZA01712D_E07	221054	14939	22733	0.046853000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E08	VZA01712	E08	8	E	G1	Single Cell	1	VZA01712D_E08	299873	18808	28528	0.049934	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E09	VZA01712	E09	9	E	G1	Single Cell	1	VZA01712D_E09	270469	15474	24354	0.045125	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E10	VZA01712	E10	10	E	G1	Single Cell	1	VZA01712D_E10	384651	17750	28632	0.048323000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E11	VZA01712	E11	11	E	G1	Single Cell	1	VZA01712D_E11	193357	12181	18987	0.045157	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E12	VZA01712	E12	12	E	G1	Single Cell	1	VZA01712D_E12	80536	6086	9548	0.04193	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E13	VZA01712	E13	13	E	G1	Single Cell	1	VZA01712D_E13	217165	12396	19514	0.046793999999999995	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E14	VZA01712	E14	14	E	G1	Single Cell	1	VZA01712D_E14	253571	16163	25527	0.050472	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E15	VZA01712	E15	15	E	G1	Single Cell	1	VZA01712D_E15	261218	17415	26769	0.05273900000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E16	VZA01712	E16	16	E	G1	Single Cell	1	VZA01712D_E16	241259	15023	22805	0.047841	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E17	VZA01712	E17	17	E	G1	Single Cell	1	VZA01712D_E17	276613	15668	24998	0.049732000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E18	VZA01712	E18	18	E	G1	Single Cell	1	VZA01712D_E18	359275	17314	28030	0.051465	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E19	VZA01712	E19	19	E	G1	Single Cell	1	VZA01712D_E19	323346	19004	29644	0.053694000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E20	VZA01712	E20	20	E	G1	Single Cell	1	VZA01712D_E20	460654	22642	36098	0.056438	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E21	VZA01712	E21	21	E	non-G1	Single Cell	1	VZA01712D_E21	628307	30605	48129	0.04568	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E22	VZA01712	E22	22	E	non-G1	Single Cell	1	VZA01712D_E22	343038	20390	30878	0.045242	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E23	VZA01712	E23	23	E	non-G1	Single Cell	1	VZA01712D_E23	231408	15807	24537	0.04235900000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.E24	VZA01712	E24	24	E	non-G1	Single Cell	1	VZA01712D_E24	338281	21142	31688	0.048254	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F01	VZA01712	F01	1	F	G1	Single Cell	1	VZA01712D_F01	235865	13087	21761	0.044153000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F02	VZA01712	F02	2	F	G1	Single Cell	1	VZA01712D_F02	91361	4872	8122	0.035667	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F03	VZA01712	F03	3	F	G1	Single Cell	1	VZA01712D_F03	143622	10766	16370	0.047297	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F04	VZA01712	F04	4	F	G1	Single Cell	1	VZA01712D_F04	201580	6449	12617	0.033739000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F05	VZA01712	F05	5	F	G1	Single Cell	1	VZA01712D_F05	485995	20795	32581	0.048154	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F06	VZA01712	F06	6	F	G1	Single Cell	1	VZA01712D_F06	392107	11740	21398	0.050299	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F07	VZA01712	F07	7	F	G1	Single Cell	1	VZA01712D_F07	399354	21593	34043	0.060124	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F08	VZA01712	F08	8	F	G1	Single Cell	1	VZA01712D_F08	364427	21049	32875	0.05532	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F09	VZA01712	F09	9	F	G1	Single Cell	1	VZA01712D_F09	456846	21556	34868	0.056543	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F10	VZA01712	F10	10	F	G1	Single Cell	1	VZA01712D_F10	413390	15236	26906	0.05171300000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F11	VZA01712	F11	11	F	G1	Single Cell	1	VZA01712D_F11	201914	6094	11070	0.030469	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F12	VZA01712	F12	12	F	G1	Single Cell	1	VZA01712D_F12	168400	10258	16412	0.044142	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F13	VZA01712	F13	13	F	G1	Single Cell	1	VZA01712D_F13	332431	17576	27636	0.05037200000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F14	VZA01712	F14	14	F	G1	Single Cell	1	VZA01712D_F14	443466	24549	37935	0.06068	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F15	VZA01712	F15	15	F	G1	Single Cell	1	VZA01712D_F15	403316	22336	34756	0.061466999999999994	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F16	VZA01712	F16	16	F	G1	Single Cell	1	VZA01712D_F16	331495	19390	29690	0.05591	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F17	VZA01712	F17	17	F	G1	Single Cell	1	VZA01712D_F17	488423	24421	38995	0.05912800000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F18	VZA01712	F18	18	F	G1	Single Cell	1	VZA01712D_F18	405480	20873	32701	0.06112	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F19	VZA01712	F19	19	F	G1	Single Cell	1	VZA01712D_F19	305054	17340	26688	0.055005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F20	VZA01712	F20	20	F	G1	Single Cell	1	VZA01712D_F20	406296	24355	37511	0.059794	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F21	VZA01712	F21	21	F	non-G1	Single Cell	1	VZA01712D_F21	540152	24001	39409	0.04452	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F22	VZA01712	F22	22	F	non-G1	Single Cell	1	VZA01712D_F22	497915	27708	42508	0.05123200000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F23	VZA01712	F23	23	F	non-G1	Single Cell	1	VZA01712D_F23	303061	21920	32990	0.049092000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.F24	VZA01712	F24	24	F	non-G1	Single Cell	1	VZA01712D_F24	541199	32506	49468	0.049708	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G01	VZA01712	G01	1	G	G1	Single Cell	1	VZA01712D_G01	210414	11890	19324	0.041875	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G02	VZA01712	G02	2	G	G1	Single Cell	1	VZA01712D_G02	68432	3768	6388	0.034025	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G03	VZA01712	G03	3	G	G1	Single Cell	1	VZA01712D_G03	162780	10415	16449	0.044869	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G04	VZA01712	G04	4	G	G1	Single Cell	1	VZA01712D_G04	304555	10516	21632	0.042992	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G05	VZA01712	G05	5	G	G1	Single Cell	1	VZA01712D_G05	437879	20285	32953	0.05071900000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G06	VZA01712	G06	6	G	G1	Single Cell	1	VZA01712D_G06	367131	15573	25875	0.047549	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G07	VZA01712	G07	7	G	G1	Single Cell	1	VZA01712D_G07	371319	19068	30646	0.050120000000000005	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G08	VZA01712	G08	8	G	G1	Single Cell	1	VZA01712D_G08	298398	10712	18152	0.038280999999999996	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G09	VZA01712	G09	9	G	G1	Single Cell	1	VZA01712D_G09	298921	16186	25852	0.053354000000000006	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G10	VZA01712	G10	10	G	G1	Single Cell	1	VZA01712D_G10	417332	19866	31444	0.049961	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G11	VZA01712	G11	11	G	G1	Single Cell	1	VZA01712D_G11	217452	13384	21044	0.048449	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G12	VZA01712	G12	12	G	G1	Single Cell	1	VZA01712D_G12	134799	8690	13774	0.04315300000000001	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G13	VZA01712	G13	13	G	G1	Single Cell	1	VZA01712D_G13	248470	13927	22241	0.046699000000000004	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G14	VZA01712	G14	14	G	G1	Single Cell	1	VZA01712D_G14	400507	17623	29171	0.05179	NA	NA	NA	NA	X-ray 3Gy	48h
VZA01712.G15	VZA01712	G15	15	G	G1	Single Cell	1	VZA01712D_G15	548964	25280	40282	0.05221800000000001	NA	NA	NA	NA	X-ray 3Gy	48h
