cell_id	plate_id	well_id	plate_col	plate_row	sort_gate	sort_mode	sort_count	dna_library_id	dna_read_pairs	dna_unpaired_reads	dna_unmapped	dna_dups_pct	rna_library_id	ercc_frac	rna_counts	rna_features	source	timepoint
VZA01713.M14	VZA01713	M14	14	M	G1	Single Cell	1	VZA01713D_M14	299245	27120	41250	0.0643	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M15	VZA01713	M15	15	M	G1	Single Cell	1	VZA01713D_M15	342050	26753	40405	0.05935300000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M16	VZA01713	M16	16	M	G1	Single Cell	1	VZA01713D_M16	250108	18199	28069	0.056083999999999995	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M17	VZA01713	M17	17	M	G1	Single Cell	1	VZA01713D_M17	278639	17252	28174	0.049501	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M18	VZA01713	M18	18	M	G1	Single Cell	1	VZA01713D_M18	136522	14583	21763	0.057776	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M19	VZA01713	M19	19	M	G1	Single Cell	1	VZA01713D_M19	185271	16035	24211	0.056827	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M20	VZA01713	M20	20	M	G1	Single Cell	1	VZA01713D_M20	320788	26831	39803	0.060131000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M21	VZA01713	M21	21	M	non-G1	Single Cell	1	VZA01713D_M21	447807	29309	44575	0.046326	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M22	VZA01713	M22	22	M	non-G1	Single Cell	1	VZA01713D_M22	132201	14176	20978	0.057779000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M23	VZA01713	M23	23	M	non-G1	Single Cell	1	VZA01713D_M23	207150	19516	29460	0.05363800000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.M24	VZA01713	M24	24	M	non-G1	Single Cell	1	VZA01713D_M24	293759	23539	34785	0.049843000000000005	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N01	VZA01713	N01	1	N	G1	Single Cell	1	VZA01713D_N01	189131	17180	26562	0.05335500000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N02	VZA01713	N02	2	N	G1	Single Cell	1	VZA01713D_N02	85657	3831	7019	0.024454000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N03	VZA01713	N03	3	N	G1	Single Cell	1	VZA01713D_N03	85901	11713	16951	0.067384	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N04	VZA01713	N04	4	N	G1	Single Cell	1	VZA01713D_N04	107841	8443	13477	0.042530000000000005	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N05	VZA01713	N05	5	N	G1	Single Cell	1	VZA01713D_N05	376277	30906	47534	0.062044999999999996	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N06	VZA01713	N06	6	N	G1	Single Cell	1	VZA01713D_N06	216536	21896	33230	0.064394	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N07	VZA01713	N07	7	N	G1	Single Cell	1	VZA01713D_N07	285042	31145	46005	0.06947099999999999	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N08	VZA01713	N08	8	N	G1	Single Cell	1	VZA01713D_N08	237818	27072	39398	0.06726000000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N09	VZA01713	N09	9	N	G1	Single Cell	1	VZA01713D_N09	112883	16326	23808	0.07630200000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N10	VZA01713	N10	10	N	G1	Single Cell	1	VZA01713D_N10	147114	17045	25321	0.062829	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N11	VZA01713	N11	11	N	G1	Single Cell	1	VZA01713D_N11	150239	15827	23673	0.057337000000000006	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N12	VZA01713	N12	12	N	G1	Single Cell	1	VZA01713D_N12	86111	8890	14022	0.051106000000000006	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N13	VZA01713	N13	13	N	G1	Single Cell	1	VZA01713D_N13	159297	16066	24620	0.057835000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N14	VZA01713	N14	14	N	G1	Single Cell	1	VZA01713D_N14	27250	12879	21791	0.21054000000000003	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N15	VZA01713	N15	15	N	G1	Single Cell	1	VZA01713D_N15	361811	30292	46684	0.061161	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N16	VZA01713	N16	16	N	G1	Single Cell	1	VZA01713D_N16	197527	20915	29709	0.06821200000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N17	VZA01713	N17	17	N	G1	Single Cell	1	VZA01713D_N17	216475	23255	34681	0.06558	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N18	VZA01713	N18	18	N	G1	Single Cell	1	VZA01713D_N18	200976	22559	31583	0.065836	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N19	VZA01713	N19	19	N	G1	Single Cell	1	VZA01713D_N19	86739	13246	18608	0.07558200000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N20	VZA01713	N20	20	N	G1	Single Cell	1	VZA01713D_N20	165341	21612	30970	0.068477	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N21	VZA01713	N21	21	N	non-G1	Single Cell	1	VZA01713D_N21	426158	35574	52450	0.058568	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N22	VZA01713	N22	22	N	non-G1	Single Cell	1	VZA01713D_N22	197204	19816	29034	0.055728	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N23	VZA01713	N23	23	N	non-G1	Single Cell	1	VZA01713D_N23	378314	34325	51059	0.047055	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.N24	VZA01713	N24	24	N	non-G1	Single Cell	1	VZA01713D_N24	478827	33954	50826	0.056439	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O01	VZA01713	O01	1	O	G1	Single Cell	1	VZA01713D_O01	211218	13014	20438	0.039001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O02	VZA01713	O02	2	O	G1	Single Cell	1	VZA01713D_O02	83232	5689	9087	0.041550000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O03	VZA01713	O03	3	O	G1	Single Cell	1	VZA01713D_O03	150116	11980	18080	0.046942	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O04	VZA01713	O04	4	O	G1	Single Cell	1	VZA01713D_O04	161588	7188	12620	0.034774	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O05	VZA01713	O05	5	O	G1	Single Cell	1	VZA01713D_O05	248187	16255	25519	0.056989	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O06	VZA01713	O06	6	O	G1	Single Cell	1	VZA01713D_O06	231166	8176	14648	0.032350000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O07	VZA01713	O07	7	O	G1	Single Cell	1	VZA01713D_O07	355688	23713	36841	0.050724	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O08	VZA01713	O08	8	O	G1	Single Cell	1	VZA01713D_O08	346281	24324	37748	0.051587	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O09	VZA01713	O09	9	O	G1	Single Cell	1	VZA01713D_O09	220976	14333	23127	0.046951	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O10	VZA01713	O10	10	O	G1	Single Cell	1	VZA01713D_O10	220284	16918	26498	0.052754	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O11	VZA01713	O11	11	O	G1	Single Cell	1	VZA01713D_O11	69327	2680	4236	0.013613	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O12	VZA01713	O12	12	O	G1	Single Cell	1	VZA01713D_O12	93790	7515	11901	0.04302	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O13	VZA01713	O13	13	O	G1	Single Cell	1	VZA01713D_O13	202576	13062	20634	0.04548399999999999	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O14	VZA01713	O14	14	O	G1	Single Cell	1	VZA01713D_O14	347531	24171	37049	0.055509	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O15	VZA01713	O15	15	O	G1	Single Cell	1	VZA01713D_O15	285521	23359	34607	0.056344	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O16	VZA01713	O16	16	O	G1	Single Cell	1	VZA01713D_O16	14365	3933	6473	0.129076	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O17	VZA01713	O17	17	O	G1	Single Cell	1	VZA01713D_O17	200849	15243	23375	0.05467700000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O18	VZA01713	O18	18	O	G1	Single Cell	1	VZA01713D_O18	189836	16135	23407	0.055883	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O19	VZA01713	O19	19	O	G1	Single Cell	1	VZA01713D_O19	208697	13339	20677	0.047057	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O20	VZA01713	O20	20	O	G1	Single Cell	1	VZA01713D_O20	170289	15821	23511	0.054955000000000004	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O21	VZA01713	O21	21	O	non-G1	Single Cell	1	VZA01713D_O21	315691	17948	27532	0.038501	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O22	VZA01713	O22	22	O	non-G1	Single Cell	1	VZA01713D_O22	143334	13003	18903	0.047676	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O23	VZA01713	O23	23	O	non-G1	Single Cell	1	VZA01713D_O23	212092	14374	22896	0.047875	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.O24	VZA01713	O24	24	O	non-G1	Single Cell	1	VZA01713D_O24	236	2543	4777	0.824544	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P01	VZA01713	P01	1	P	G1	Single Cell	1	VZA01713D_P01	193410	18437	27983	0.05667300000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P02	VZA01713	P02	2	P	G1	Single Cell	1	VZA01713D_P02	130257	13958	20320	0.056447	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P03	VZA01713	P03	3	P	G1	Single Cell	1	VZA01713D_P03	153450	14353	21401	0.055716	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P04	VZA01713	P04	4	P	G1	Single Cell	1	VZA01713D_P04	131724	12873	19407	0.05482800000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P05	VZA01713	P05	5	P	G1	Single Cell	1	VZA01713D_P05	274991	28755	41273	0.07261500000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P06	VZA01713	P06	6	P	G1	Single Cell	1	VZA01713D_P06	270122	28016	39534	0.062174	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P07	VZA01713	P07	7	P	G1	Single Cell	1	VZA01713D_P07	319738	31550	45908	0.066912	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P08	VZA01713	P08	8	P	G1	Single Cell	1	VZA01713D_P08	198499	25545	36469	0.07004300000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P09	VZA01713	P09	9	P	G1	Single Cell	1	VZA01713D_P09	183475	22622	32054	0.07253100000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P10	VZA01713	P10	10	P	G1	Single Cell	1	VZA01713D_P10	222558	26301	37345	0.07032200000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P11	VZA01713	P11	11	P	G1	Single Cell	1	VZA01713D_P11	66137	11341	16365	0.083947	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P12	VZA01713	P12	12	P	G1	Single Cell	1	VZA01713D_P12	43578	8016	11406	0.078878	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P13	VZA01713	P13	13	P	G1	Single Cell	1	VZA01713D_P13	179748	17614	26290	0.058800000000000005	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P14	VZA01713	P14	14	P	G1	Single Cell	1	VZA01713D_P14	225041	29830	42424	0.08223200000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P15	VZA01713	P15	15	P	G1	Single Cell	1	VZA01713D_P15	155958	24256	32774	0.08132400000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P16	VZA01713	P16	16	P	G1	Single Cell	1	VZA01713D_P16	330041	28881	40439	0.07959400000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P17	VZA01713	P17	17	P	G1	Single Cell	1	VZA01713D_P17	256978	27992	40680	0.07052900000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P18	VZA01713	P18	18	P	G1	Single Cell	1	VZA01713D_P18	157671	21935	30109	0.07650100000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P19	VZA01713	P19	19	P	G1	Single Cell	1	VZA01713D_P19	148866	18923	26913	0.071302	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P20	VZA01713	P20	20	P	G1	Single Cell	1	VZA01713D_P20	24714	10459	15413	0.17738400000000001	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P21	VZA01713	P21	21	P	non-G1	Single Cell	1	VZA01713D_P21	359564	34912	49274	0.056272	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P22	VZA01713	P22	22	P	non-G1	Single Cell	1	VZA01713D_P22	164909	20456	28854	0.06982799999999999	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P23	VZA01713	P23	23	P	non-G1	Single Cell	1	VZA01713D_P23	266641	29587	42581	0.059726	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01713.P24	VZA01713	P24	24	P	non-G1	Single Cell	1	VZA01713D_P24	481095	35915	52535	0.056924999999999996	NA	NA	NA	NA	X-ray 5Gy	48h
VZA01702.A01	VZA01702	A01	1	A	G1	Single Cell	1	VZA01702D_A01	308976	17797	28361	0.046522	VZA01702R.A01	0.006543398463327329	130722	6766	X-ray 1Gy	48h
VZA01702.A02	VZA01702	A02	2	A	G1	Single Cell	1	VZA01702D_A02	92501	5866	9104	0.040704	VZA01702R.A02	0.007678782877031828	55310	4597	X-ray 1Gy	48h
VZA01702.A03	VZA01702	A03	3	A	G1	Single Cell	1	VZA01702D_A03	174757	12898	18778	0.050272000000000004	VZA01702R.A03	0.005704596125061494	189984	6803	X-ray 1Gy	48h
VZA01702.A04	VZA01702	A04	4	A	G1	Single Cell	1	VZA01702D_A04	138881	7542	11724	0.041706	VZA01702R.A04	0.006762992063701321	150682	6157	X-ray 1Gy	48h
VZA01702.A05	VZA01702	A05	5	A	G1	Single Cell	1	VZA01702D_A05	250094	16218	24532	0.049457	VZA01702R.A05	0.006340930532797061	200113	6709	X-ray 1Gy	48h
VZA01702.A06	VZA01702	A06	6	A	G1	Single Cell	1	VZA01702D_A06	306863	23520	34454	0.058375	VZA01702R.A06	0.005420954958591026	251353	6719	X-ray 1Gy	48h
VZA01702.A07	VZA01702	A07	7	A	G1	Single Cell	1	VZA01702D_A07	208315	15592	23452	0.06094599999999999	VZA01702R.A07	0.009283788535927793	126777	5473	X-ray 1Gy	48h
VZA01702.A08	VZA01702	A08	8	A	G1	Single Cell	1	VZA01702D_A08	306877	18208	28304	0.050424	VZA01702R.A08	0.004754275643849882	248483	7221	X-ray 1Gy	48h
VZA01702.A09	VZA01702	A09	9	A	G1	Single Cell	1	VZA01702D_A09	205458	15518	22966	0.052894000000000004	VZA01702R.A09	0.007520380676626598	334549	6963	X-ray 1Gy	48h
VZA01702.A10	VZA01702	A10	10	A	non-G1	Single Cell	1	VZA01702D_A10	393759	28617	41075	0.049741	VZA01702R.A10	0.002542121915865272	639959	8426	X-ray 1Gy	48h
VZA01702.A11	VZA01702	A11	11	A	non-G1	Single Cell	1	VZA01702D_A11	217132	15485	22899	0.05133100000000001	VZA01702R.A11	0.00479172264140288	581541	7189	X-ray 1Gy	48h
VZA01702.A12	VZA01702	A12	12	A	non-G1	Single Cell	1	VZA01702D_A12	311232	20049	29771	0.03798399999999999	VZA01702R.A12	0.0030180142016115923	435393	7890	X-ray 1Gy	48h
VZA01702.B01	VZA01702	B01	1	B	G1	Single Cell	1	VZA01702D_B01	328259	21504	33590	0.048779	VZA01702R.B01	0.006369089314410506	168801	6758	X-ray 1Gy	48h
VZA01702.B02	VZA01702	B02	2	B	G1	Single Cell	1	VZA01702D_B02	102704	9080	13088	0.049499	VZA01702R.B02	0.004530421338969451	101735	5881	X-ray 1Gy	48h
VZA01702.B03	VZA01702	B03	3	B	G1	Single Cell	1	VZA01702D_B03	164197	12579	18519	0.050368	VZA01702R.B03	0.0037219644238205723	20611	3684	X-ray 1Gy	48h
VZA01702.B04	VZA01702	B04	4	B	G1	Single Cell	1	VZA01702D_B04	157052	10595	16003	0.038579999999999996	VZA01702R.B04	0.0033224060904225253	202791	7079	X-ray 1Gy	48h
VZA01702.B05	VZA01702	B05	5	B	G1	Single Cell	1	VZA01702D_B05	160229	16751	23751	0.060654	VZA01702R.B05	0.0059040437520715945	287922	6814	X-ray 1Gy	48h
VZA01702.B06	VZA01702	B06	6	B	G1	Single Cell	1	VZA01702D_B06	238600	11742	19068	0.044876	VZA01702R.B06	0.00849366328944117	140432	4975	X-ray 1Gy	48h
VZA01702.B07	VZA01702	B07	7	B	G1	Single Cell	1	VZA01702D_B07	267081	20898	30672	0.056041	VZA01702R.B07	0.007217159729564908	226284	6326	X-ray 1Gy	48h
VZA01702.B08	VZA01702	B08	8	B	G1	Single Cell	1	VZA01702D_B08	171077	16570	23320	0.055778	VZA01702R.B08	0.007286188678633261	244834	6561	X-ray 1Gy	48h
VZA01702.B09	VZA01702	B09	9	B	G1	Single Cell	1	VZA01702D_B09	277411	18513	27891	0.051865	VZA01702R.B09	0.006323002891410319	380781	7207	X-ray 1Gy	48h
VZA01702.B10	VZA01702	B10	10	B	non-G1	Single Cell	1	VZA01702D_B10	527720	30839	46451	0.048919000000000004	VZA01702R.B10	0.0036514574620810187	383100	7411	X-ray 1Gy	48h
VZA01702.B11	VZA01702	B11	11	B	non-G1	Single Cell	1	VZA01702D_B11	263744	22000	31654	0.049797	VZA01702R.B11	0.004185984898662075	375870	7412	X-ray 1Gy	48h
VZA01702.B12	VZA01702	B12	12	B	non-G1	Single Cell	1	VZA01702D_B12	171637	13764	19908	0.047776	VZA01702R.B12	0.003980731024655243	409594	7105	X-ray 1Gy	48h
VZA01702.C01	VZA01702	C01	1	C	G1	Single Cell	1	VZA01702D_C01	348040	17605	29271	0.053504	VZA01702R.C01	0.0062827161690577745	164019	6365	X-ray 1Gy	48h
VZA01702.C02	VZA01702	C02	2	C	G1	Single Cell	1	VZA01702D_C02	131017	8960	13484	0.047315	VZA01702R.C02	0.005491597972694881	84572	5309	X-ray 1Gy	48h
VZA01702.C03	VZA01702	C03	3	C	G1	Single Cell	1	VZA01702D_C03	222482	13960	21404	0.041216	VZA01702R.C03	0.003293166122761502	268156	7273	X-ray 1Gy	48h
VZA01702.C04	VZA01702	C04	4	C	G1	Single Cell	1	VZA01702D_C04	220898	11654	18364	0.044543	VZA01702R.C04	0.0033978975045840724	403287	7443	X-ray 1Gy	48h
VZA01702.C05	VZA01702	C05	5	C	G1	Single Cell	1	VZA01702D_C05	257529	15191	23297	0.05110200000000001	VZA01702R.C05	0.006109604084542824	242551	6282	X-ray 1Gy	48h
VZA01702.C06	VZA01702	C06	6	C	G1	Single Cell	1	VZA01702D_C06	273770	17366	26090	0.055564999999999996	VZA01702R.C06	0.007042126099653684	274391	5617	X-ray 1Gy	48h
VZA01702.C07	VZA01702	C07	7	C	G1	Single Cell	1	VZA01702D_C07	401266	23862	37022	0.05498	VZA01702R.C07	0.003976678836547544	336376	6831	X-ray 1Gy	48h
VZA01702.C08	VZA01702	C08	8	C	G1	Single Cell	1	VZA01702D_C08	573053	22733	35995	0.059092000000000006	VZA01702R.C08	0.0061386736439569285	345660	6710	X-ray 1Gy	48h
VZA01702.C09	VZA01702	C09	9	C	G1	Single Cell	1	VZA01702D_C09	309506	19476	29292	0.051014000000000004	VZA01702R.C09	0.0034744480627708404	544089	7946	X-ray 1Gy	48h
VZA01702.C10	VZA01702	C10	10	C	non-G1	Single Cell	1	VZA01702D_C10	307063	21100	31162	0.061499	VZA01702R.C10	0.0035644199795119903	807342	7926	X-ray 1Gy	48h
VZA01702.C11	VZA01702	C11	11	C	non-G1	Single Cell	1	VZA01702D_C11	265726	19524	29028	0.04951200000000001	VZA01702R.C11	0.004162452124697406	350491	7436	X-ray 1Gy	48h
VZA01702.C12	VZA01702	C12	12	C	non-G1	Single Cell	1	VZA01702D_C12	250728	18329	27405	0.045881	VZA01702R.C12	0.004714569232235867	344529	7269	X-ray 1Gy	48h
VZA01702.D01	VZA01702	D01	1	D	G1	Single Cell	1	VZA01702D_D01	166	2256	4332	0.8334619999999999	VZA01702R.D01	0.18604651162790697	35	27	X-ray 1Gy	48h
VZA01702.D02	VZA01702	D02	2	D	G1	Single Cell	1	VZA01702D_D02	58357	6469	9061	0.058726	VZA01702R.D02	0.00458380608561114	241264	6681	X-ray 1Gy	48h
VZA01702.D03	VZA01702	D03	3	D	G1	Single Cell	1	VZA01702D_D03	91450	9262	13178	0.056848	VZA01702R.D03	0.005084160317934666	256353	6652	X-ray 1Gy	48h
VZA01702.D04	VZA01702	D04	4	D	G1	Single Cell	1	VZA01702D_D04	177025	7935	13315	0.040151000000000006	VZA01702R.D04	0.004270315945673007	241569	7084	X-ray 1Gy	48h
VZA01702.D05	VZA01702	D05	5	D	G1	Single Cell	1	VZA01702D_D05	227673	16278	24022	0.05753300000000001	VZA01702R.D05	0.006964559709591707	265349	5479	X-ray 1Gy	48h
VZA01702.D06	VZA01702	D06	6	D	G1	Single Cell	1	VZA01702D_D06	216	3328	6102	0.8640960000000001	VZA01702R.D06	0.9095933675483616	229	73	X-ray 1Gy	48h
VZA01702.D07	VZA01702	D07	7	D	G1	Single Cell	1	VZA01702D_D07	244616	19392	27944	0.05831200000000001	VZA01702R.D07	0.0029249634379570257	8863	2205	X-ray 1Gy	48h
VZA01702.D08	VZA01702	D08	8	D	G1	Single Cell	1	VZA01702D_D08	224539	16562	24148	0.05200200000000001	VZA01702R.D08	0.007748866288028882	202833	6035	X-ray 1Gy	48h
VZA01702.D09	VZA01702	D09	9	D	G1	Single Cell	1	VZA01702D_D09	206486	19230	27352	0.060513000000000004	VZA01702R.D09	0.00527558802680184	279246	6516	X-ray 1Gy	48h
VZA01702.D10	VZA01702	D10	10	D	non-G1	Single Cell	1	VZA01702D_D10	338949	24013	34467	0.048877000000000004	VZA01702R.D10	0.0032482229373695937	563703	7738	X-ray 1Gy	48h
VZA01702.D11	VZA01702	D11	11	D	non-G1	Single Cell	1	VZA01702D_D11	225304	18862	26484	0.053984	VZA01702R.D11	0.004713446354681408	458215	7254	X-ray 1Gy	48h
VZA01702.D12	VZA01702	D12	12	D	non-G1	Single Cell	1	VZA01702D_D12	160016	12080	18104	0.046939	VZA01702R.D12	0.004810037421865142	528419	7344	X-ray 1Gy	48h
VZA01702.E01	VZA01702	E01	1	E	G1	Single Cell	1	VZA01702D_E01	233727	10587	17593	0.03946499999999999	VZA01702R.E01	0.004925707675065978	110099	6192	X-ray 1Gy	48h
VZA01702.E02	VZA01702	E02	2	E	G1	Single Cell	1	VZA01702D_E02	75414	3776	6346	0.033194	VZA01702R.E02	0.009861081119988483	55024	4535	X-ray 1Gy	48h
VZA01702.E03	VZA01702	E03	3	E	G1	Single Cell	1	VZA01702D_E03	80737	2689	4707	0.024725	VZA01702R.E03	0.004858985408184493	200913	6089	X-ray 1Gy	48h
VZA01702.E04	VZA01702	E04	4	E	G1	Single Cell	1	VZA01702D_E04	120087	4485	7593	0.030205	VZA01702R.E04	0.004655998553476178	220190	6187	X-ray 1Gy	48h
VZA01702.E05	VZA01702	E05	5	E	G1	Single Cell	1	VZA01702D_E05	137568	5602	8020	0.035699	VZA01702R.E05	0.00473713384215239	233419	6805	X-ray 1Gy	48h
VZA01702.E06	VZA01702	E06	6	E	G1	Single Cell	1	VZA01702D_E06	221591	8886	14286	0.037487999999999994	VZA01702R.E06	0.004910179640718563	191107	6449	X-ray 1Gy	48h
VZA01702.E07	VZA01702	E07	7	E	G1	Single Cell	1	VZA01702D_E07	6846	2541	3467	0.167806	VZA01702R.E07	0.0041961970465623725	290706	7077	X-ray 1Gy	48h
VZA01702.E08	VZA01702	E08	8	E	G1	Single Cell	1	VZA01702D_E08	189180	11710	17934	0.044377	VZA01702R.E08	0.006214442610202328	291366	6563	X-ray 1Gy	48h
VZA01702.E09	VZA01702	E09	9	E	G1	Single Cell	1	VZA01702D_E09	178220	9626	15162	0.042888	VZA01702R.E09	0.006245729038797464	478442	6218	X-ray 1Gy	48h
VZA01702.E10	VZA01702	E10	10	E	non-G1	Single Cell	1	VZA01702D_E10	293024	13108	20700	0.038164	VZA01702R.E10	0.004362588624158052	685578	7890	X-ray 1Gy	48h
VZA01702.E11	VZA01702	E11	11	E	non-G1	Single Cell	1	VZA01702D_E11	201254	10745	16635	0.035303	VZA01702R.E11	0.0043616929575036635	346512	7760	X-ray 1Gy	48h
VZA01702.E12	VZA01702	E12	12	E	non-G1	Single Cell	1	VZA01702D_E12	211957	12123	18777	0.04065300000000001	VZA01702R.E12	0.005034975251227003	572083	7408	X-ray 1Gy	48h
VZA01702.F01	VZA01702	F01	1	F	G1	Single Cell	1	VZA01702D_F01	151993	11545	19135	0.049482	VZA01702R.F01	0.008527163923324626	71740	4801	X-ray 1Gy	48h
VZA01702.F02	VZA01702	F02	2	F	G1	Single Cell	1	VZA01702D_F02	113156	8468	12736	0.04439	VZA01702R.F02	0.00524372419805636	77589	5635	X-ray 1Gy	48h
VZA01702.F03	VZA01702	F03	3	F	G1	Single Cell	1	VZA01702D_F03	123214	9409	14147	0.04891	VZA01702R.F03	0.006694129763130793	1929	876	X-ray 1Gy	48h
VZA01702.F04	VZA01702	F04	4	F	G1	Single Cell	1	VZA01702D_F04	152763	9386	14478	0.043314000000000005	VZA01702R.F04	0.004577177381245289	254881	6549	X-ray 1Gy	48h
VZA01702.F05	VZA01702	F05	5	F	G1	Single Cell	1	VZA01702D_F05	209765	18722	26416	0.056436	VZA01702R.F05	0.004321764302738311	194677	6764	X-ray 1Gy	48h
VZA01702.F06	VZA01702	F06	6	F	G1	Single Cell	1	VZA01702D_F06	163455	14547	20827	0.057413000000000006	VZA01702R.F06	0.003944485025566107	6818	1891	X-ray 1Gy	48h
VZA01702.F07	VZA01702	F07	7	F	G1	Single Cell	1	VZA01702D_F07	168722	16036	22690	0.057972	VZA01702R.F07	0.004780756629034566	271248	6428	X-ray 1Gy	48h
VZA01702.F08	VZA01702	F08	8	F	G1	Single Cell	1	VZA01702D_F08	1341	1047	1609	0.277554	VZA01702R.F08	0.00665802528904367	190820	6286	X-ray 1Gy	48h
VZA01702.F09	VZA01702	F09	9	F	G1	Single Cell	1	VZA01702D_F09	128052	13840	19254	0.061831000000000004	VZA01702R.F09	0.007858620515666784	235959	6235	X-ray 1Gy	48h
VZA01702.F10	VZA01702	F10	10	F	non-G1	Single Cell	1	VZA01702D_F10	248680	15837	24257	0.051431000000000004	VZA01702R.F10	0.0037076983289962328	333468	7377	X-ray 1Gy	48h
